Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
59000000,1658,73474,Peñaflor,Sevendecasaenpeñaflor,3,2.0,89.0,78.0,,11579669,Movahome Corredores Integrados
708241000,19900,881994,Paine,G-525,6,8.0,562.0,5000.0,5.0,6469048,Houm
63000000,1770,78456,ElMonte,Sevendecasaenelrobleelmonte,3,1.0,36.0,80.0,1.0,11579646,Movahome Corredores Integrados
65000000,1826,80946,CerroNavia,Sevendecasaenlacomunadecerronavia.,3,1.0,70.0,128.0,,11579621,Movahome Corredores Integrados
68000000,1911,84682,LaFlorida,Casaenlafloridasanjosédelaestrella,3,1.0,76.0,76.0,2.0,11579609,Movahome Corredores Integrados
66000000,1854,82192,Lampa,Casapareadadosnivelespatiotraserolampa,3,2.0,54.0,78.0,,11579589,Movahome Corredores Integrados
90000000,2529,112080,LaFlorida,Casaubicadaentrinidadconsantaraquellaflorida,3,2.0,100.0,150.0,,11579560,Movahome Corredores Integrados
195000000,5479,242839,Quilicura,Ventadecasaenquilicuraconlocalcomercial,3,2.0,130.0,180.0,,11579532,Movahome Corredores Integrados
74000000,2079,92154,PuenteAlto,Casaaminutosdeestadiomunicipalsta.Elvirapuenteal...,3,1.0,68.0,80.0,1.0,11579487,Movahome Corredores Integrados
61000000,1714,75965,Lampa,Casaesquinadosnivelesvenezuelaconcallebatuco,3,1.0,75.0,90.0,,11579473,Movahome Corredores Integrados
84000000,2360,104608,Pudahuel,Ventacasaavluisbeltranpudahuel,2,2.0,70.0,80.0,2.0,11579417,Movahome Corredores Integrados
100000000,2810,124533,ElBosque,Padrehurtadoconernestoriquelme,6,2.0,103.0,163.0,,11579369,Movahome Corredores Integrados
146630800,4120,182604,PuenteAlto,Sevendecasa,3,2.0,90.0,142.0,1.0,11579340,Movahome Corredores Integrados
93000000,2613,115816,PuenteAlto,Ventacasapuentealto,3,1.0,90.0,135.0,,11579299,Movahome Corredores Integrados
120000000,3372,149440,Quilicura,Ventadecasaenpiedrarojaquilicura.,3,3.0,100.0,122.0,,11579248,Movahome Corredores Integrados
1423600000,40000,1772852,LasCondes,CristóbalColón-Vespucio,4,3.0,356.0,356.0,10.0,5445191,Urbalia
338105000,9500,421052,LasCondes,avenidafranciscobilbao4608,5,2.0,98.0,128.0,1.0,11242044,Todo Propiedades
122500000,3442,152553,PuenteAlto,Ampliacasapasajecerradopuentealto,5,2.0,98.0,140.0,,11579191,Movahome Corredores Integrados
140000000,3934,174346,Maipú,Ampliacasaenav.Lasdaliasmaipu,5,4.0,200.0,250.0,1.0,11579175,Movahome Corredores Integrados
140000000,3934,174346,Renca,Casavillajardínponienteiirenca,3,3.0,80.0,120.0,,11579159,Movahome Corredores Integrados
180000000,5058,224159,PuenteAlto,Ventacasaaltosdelracopuentealto,3,2.0,137.0,137.0,,11579107,Movahome Corredores Integrados
130000000,3653,161893,Maipú,Ventadecasaenmaipú.,3,1.0,214.0,100.0,2.0,11579092,Movahome Corredores Integrados
130000000,3653,161893,Maipú,Ampliaylindacasaubicadaenbarrioloscastañosmaipú,3,3.0,66.0,141.0,,11579030,Movahome Corredores Integrados
124000000,3484,154421,EstaciónCentral,Casacondpto.Interior.Maullinestacioncentral,3,1.0,80.0,122.0,,11579001,Movahome Corredores Integrados
115000000,3231,143213,Maipú,Sevendecasapuentelasgolondrinasmaipu,3,1.0,100.0,113.0,2.0,11578985,Movahome Corredores Integrados
165000000,4636,205479,Maipú,Sevendecasamanquimavidaconaltojahuelmaipú,3,2.0,180.0,180.0,,11578945,Movahome Corredores Integrados
143000000,4018,178082,EstaciónCentral,Sevendegrancasa5deabrilest.Central,3,1.0,180.0,285.0,1.0,11578915,Movahome Corredores Integrados
600000000,16859,747198,Macul,Sevendeampliacasacallelosolmosmacul,4,3.0,602.0,602.0,1.0,11578900,Movahome Corredores Integrados
240232500,6750,299169,Peñalolén,ValleHermoso/CaminoPeñalolen,3,2.0,148.0,190.0,,8303759,Propiedades Ricardo Vial y Cia. Ltda.
263366000,7400,327978,SanBernardo,Covadonga,3,3.0,157.0,463.0,6.0,6724900,Houm
266925000,7500,332410,Ñuñoa,AvenidaJoséPedroAlessandri,4,3.0,109.0,70.0,1.0,7780483,Houm
918222000,25800,1143489,Colina,CondominioChicureo2,5,6.0,490.0,5000.0,4.0,7040047,Houm
637061000,17900,793351,LasCondes,Roncesvallescercanoamanquehuesur,5,5.0,210.0,319.0,3.0,10865054,Unne
143071800,4020,178172,PuenteAlto,AvenidaGabrielaPoniente/LosAlmendros,7,2.0,127.0,100.0,,5620460,Procasa Adrián Ulloa Propiedades
142360000,4000,177285,Colina,EstanciaLiray,3,2.0,62.0,62.0,3.0,11578095,Urbalia
288279000,8100,359002,Macul,Losolmos/brownsur,3,2.0,117.0,290.0,,10305059,Mauricio Pino Propiedades
996520000,28000,1240996,LasCondes,CaminoLaFuente,4,5.0,250.0,625.0,5.0,5985173,Houm
274043000,7700,341274,Huechuraba,Losfresnos1133,4,3.0,129.0,263.0,2.0,11578006,Mi Llave
491142000,13800,611634,Colina,CondominioPoloManquehue,4,4.0,250.0,5000.0,6.0,7191393,Unne
180000000,5058,224159,LaFlorida,ElParque/BosqueChileno,4,3.0,120.0,209.0,4.0,6958868,Procasa Adrián Ulloa Propiedades
604674100,16990,753019,LasCondes,VidaBarrio,14,4.0,257.0,447.0,2.0,11234249,Todo Propiedades
569440000,16000,709141,Ñuñoa,DiagonalOrienteconIrarrázaval,4,4.0,173.0,366.0,10.0,11577550,Nexxos
476906000,13400,593905,Peñalolén,JoseArrieta10100,4,3.0,240.0,900.0,3.0,11230791,Todo Propiedades
120000000,3372,149440,Quilicura,Mincha,4,2.0,74.0,87.0,1.0,9792002,Houm
68000000,1911,84682,PuenteAlto,Puentealto,3,1.0,80.0,100.0,1.0,11225371,Todo Propiedades
115000000,3231,143213,Maipú,pasajelluta/Maipu,2,2.0,97.0,128.0,,10287662,Propiedades Montalva Villarrica y Cia. Ltda.
850000000,23883,1058531,Vitacura,Sectorclubdepolo,4,3.0,120.0,490.0,2.0,11576950,Unne
85000000,2388,105853,LaPintana,Losqueltehues1318,3,1.0,100.0,120.0,1.0,11225144,Todo Propiedades
345223000,9700,429917,LaFlorida,SantaSofíaconlasTinajas,5,4.0,152.0,315.0,2.0,11576790,Arsen Propiedades
141648200,3980,176399,Quilicura,A.CerroMediterraneo,2,2.0,72.0,192.0,5.0,11576706,Nexxos
150000000,4215,186800,Ñuñoa,callediez1841,3,1.0,120.0,250.0,2.0,11254842,Todo Propiedades
782980000,22000,975068,Ñuñoa,Echeñique/EliecerParada,5,4.0,300.0,600.0,4.0,11239835,Todo Propiedades
782980000,22000,975068,Providencia,Avsantamariasectornorte4d/3b/,4,3.0,172.0,407.0,1.0,11575380,Grupo Premium Propiedades Santiago
110329000,3100,137396,Quilicura,EntreLoMarcoleta/LoBascuñan/SantaLuisa/O'Higgins,3,1.0,51.0,126.0,1.0,11267449,Mi Llave
153037000,4300,190582,PuenteAlto,VentacasaCiudaddelSol,4,3.0,89.0,149.0,,11575255,Grupo Premium Propiedades Santiago
185000000,5198,230386,Ñuñoa,calleocho1615,3,2.0,90.0,220.0,1.0,11254807,Todo Propiedades
213540000,6000,265928,Melipilla,Hermosacasadecampoenmelipilla,4,2.0,250.0,5000.0,1.0,11574906,Movahome Corredores Integrados
184712100,5190,230028,Peñalolén,VistaHermosa/PuertoOctay,3,2.0,78.0,190.0,,11574503,Procasa Adrián Ulloa Propiedades
1582331400,44460,1970525,SanBernardo,Autopiatacentral/EstacionNos,3,2.0,200.0,12500.0,,1213620,Jorge Pablo Caro Propiedades
505378000,14200,629362,Peñalolén,ElPuntal2900,5,4.0,139.0,530.0,5.0,11574325,Todo Propiedades
302159100,8490,376288,LaFlorida,DelPaisaje6595,3,3.0,105.0,300.0,2.0,11574302,Todo Propiedades
88000000,2473,109589,PadreHurtado,LindaCasa/ignacioCarreraP.-DoñaJaviera,2,1.0,70.0,92.0,1.0,9750006,Propiedades Ricardo Vial y Cia. Ltda.
330987000,9300,412188,LaFlorida,LasLagunitas6871,3,3.0,108.0,340.0,2.0,11574284,Todo Propiedades
57000000,1602,70984,PuenteAlto,Bernabe4096puentealto,3,2.0,50.0,80.0,1.0,11225487,Todo Propiedades
170725230,4797,212609,PuenteAlto,Coquimbo/Portalegre,4,3.0,109.0,153.0,1.0,11574095,Easyprop
125561520,3528,156366,SanMiguel,Av.Departamental/SantaRosa,3,1.0,79.0,139.0,2.0,11574078,Easyprop
854160000,24000,1063711,Huechuraba,PedroFontovaconCaminoCintura,4,3.0,350.0,4000.0,8.0,11251301,Sucursal El Bosque Sur
2313350000,65000,2880884,Vitacura,Víamorada,5,6.0,530.0,4300.0,6.0,11227543,Todo Propiedades
90000000,2529,112080,PuenteAlto,puntaargolla02594,3,1.0,100.0,80.0,1.0,11225517,Todo Propiedades
120000000,3372,149440,LaGranja,Losvilos,4,,,,1.0,10310102,Urbalia
530291000,14900,660387,Colina,Joserabat9.600,3,3.0,188.0,449.0,,7682908,Unne
533850000,15000,664819,SanMiguel,Chiloé/PedroMira,4,1.0,176.0,297.0,,6908365,Mauricio Pino Propiedades
708241000,19900,881994,Colina,PiedraRoja/Chicureo,5,4.0,301.0,5002.0,12.0,7639157,Unne
1064141000,29900,1325207,LaReina,Casaencondominio4D(2suite)másservicioysubterraneo,4,5.0,253.0,754.0,4.0,8639100,Unne
165000000,4636,205479,LaFlorida,LagoCochraneconSantaInés,3,2.0,77.0,200.0,1.0,10554918,Mi Llave - LITE
675854100,18990,841661,LoBarnechea,CaminodeLoslotos,6,5.0,234.0,603.0,2.0,11244192,Todo Propiedades
95000000,2669,118306,LaPintana,PortoAlegreconAv.GabrielaPoniente,3,1.0,87.0,100.0,1.0,5990718,Unne
366577000,10300,456509,LaFlorida,DiegoPortales/SantaCecilia,5,3.0,189.0,1005.0,,4594432,Jorge Pablo Caro Propiedades
160000000,4496,199253,LasCondes,sierranevada8887lascondes,3,1.0,60.0,160.0,2.0,11242092,Todo Propiedades
85000000,2388,105853,Lampa,Caciquecolinlampa,6,3.0,160.0,250.0,1.0,11225177,Todo Propiedades
419962000,11800,522991,Ñuñoa,Ñuñoasectorresidencial,3,2.0,140.0,230.0,2.0,10867352,Mi Llave
80000000,2248,99626,Quilicura,araucania1160,3,2.0,60.0,120.0,1.0,11242520,Todo Propiedades
110000000,3091,136986,SanBernardo,Lossésamos16467,2,1.0,56.0,90.0,1.0,11242644,Todo Propiedades
85000000,2388,105853,LaFlorida,Losescritoresnacionales10799,3,1.0,80.0,100.0,1.0,11225115,Todo Propiedades
78000000,2192,97136,PuenteAlto,Pasajetriangulo01920,2,2.0,80.0,100.0,1.0,11225622,Todo Propiedades
100000000,2810,124533,Conchalí,conchali,4,2.0,85.0,90.0,1.0,11241312,Todo Propiedades
166917100,4690,207867,PadreHurtado,LosCeibos900-1200,3,3.0,77.0,136.0,2.0,11223896,Todo Propiedades
200000000,5620,249066,ElBosque,AvenidaAlejandroGuzmánconPadreHurtadoapasosdeMunicipalidadyRegistroCivil,6,3.0,300.0,500.0,3.0,9534619,Grupo Premium Propiedades Santiago
444875000,12500,554016,Colina,Avenidachamisero17920,3,3.0,163.0,377.0,,5694818,Unne
551645000,15500,686980,LaReina,EscritorBenjaminSubercaseauxJuliaBernstein,4,4.0,196.0,282.0,4.0,9069817,Unne
230979100,6490,287645,Colina,Colina,3,3.0,102.0,298.0,2.0,11254205,Todo Propiedades
275822500,7750,343490,Huechuraba,Santamarta2567,3,3.0,106.0,244.0,,7506513,Unne
200000000,5620,249066,LasCondes,pehuenches9022,2,1.0,40.0,160.0,,11241917,Todo Propiedades
818570000,23000,1019390,LasCondes,mayecura,5,4.0,314.0,568.0,5.0,11234426,Todo Propiedades
516055000,14500,642659,Colina,losparralescolina,6,6.0,261.0,5000.0,5.0,11222458,Todo Propiedades
889750000,25000,1108032,Peñalolén,AnibalLarrainVial9900,4,4.0,326.0,1900.0,3.0,11219082,Todo Propiedades
512496000,14400,638227,Colina,PiedraRoja/Chicureo,3,4.0,151.0,384.0,2.0,10737937,Unne
530291000,14900,660387,Colina,CondominioLaFuente/Chicureo,3,3.0,150.0,530.0,2.0,8062711,Unne
58000000,1630,72229,PuenteAlto,Estacionloslagospuentealto,4,2.0,80.0,100.0,1.0,11225669,Todo Propiedades
1014315000,28500,1263157,LasCondes,Posada13520,5,4.0,290.0,790.0,4.0,11226766,Todo Propiedades
57000000,1602,70984,Colina,MaríadeLaQuintana,3,1.0,84.0,68.0,1.0,8393357,Patricio Gajardo propiedades
200000000,5620,249066,LasCondes,Lucero1650,4,1.0,110.0,180.0,1.0,11241604,Todo Propiedades
519614000,14600,647091,Colina,Sergiocorrea10.800,4,3.0,153.0,550.0,,7641255,Unne
113888000,3200,141828,PuenteAlto,SantaPaula2307,3,1.0,60.0,162.0,1.0,11254494,Todo Propiedades
62000000,1742,77210,PuenteAlto,monitor2559,2,1.0,42.0,57.0,1.0,11242506,Todo Propiedades
462314100,12990,575734,Colina,avenidachamisero15600,3,3.0,140.0,404.0,2.0,6769968,Unne
267458850,7515,333075,LaCisterna,Avda.Loovalle,6,3.0,325.0,500.0,,10862523,Grupo Premium Propiedades Santiago
335000000,9413,417186,Ñuñoa,Montenegro1981,4,2.0,108.0,106.0,1.0,11242802,Todo Propiedades
615707000,17300,766758,Colina,AvenidaSanJosé12.000,5,3.0,182.0,439.0,,9070416,Unne
142000000,3990,176837,PuenteAlto,AvenidalasNievesOrienteMetroProtectoradelaInfancia,4,3.0,110.0,270.0,1.0,11239165,Todo Propiedades
530291000,14900,660387,Colina,lopintocolina,6,7.0,360.0,5000.0,5.0,11240741,Todo Propiedades
230000000,6462,286426,LoBarnechea,mariaromanguerrero13350,7,3.0,140.0,160.0,2.0,11242300,Todo Propiedades
181509000,5100,226039,Renca,avenidaelmontijo1290,3,3.0,106.0,195.0,2.0,11239236,Todo Propiedades
126344500,3550,157341,Maipú,Casaenvillatipocondominioenmaipú,3,2.0,64.0,125.0,,10864684,Cortes Propiedades
480465000,13500,598337,Colina,joserabat9200,4,3.0,164.0,460.0,,6556782,Unne
65000000,1826,80946,Lampa,valledelaconcaguaconbalmaceda,4,2.0,74.0,87.0,1.0,10735556,Mi Llave
165000000,4636,205479,LasCondes,cerrotololo8990,3,1.0,65.0,160.0,2.0,11241586,Todo Propiedades
782980000,22000,975068,LasCondes,CercanaPadreHurtadoconBocaccio,5,4.0,240.0,350.0,2.0,11238344,Todo Propiedades
800775000,22500,997229,LasCondes,CaminoSanAntonio,4,4.0,250.0,700.0,4.0,11226569,Todo Propiedades
579049300,16270,721107,Colina,Joserabat9.600,3,4.0,191.0,491.0,,7222887,Unne
524952500,14750,653739,Colina,PiedraRoja/Chicureo,3,4.0,160.0,541.0,3.0,10701183,Unne
1245650000,35000,1551245,LoBarnechea,clubdegolflomasdeladehesa,4,4.0,301.0,1102.0,6.0,11227330,Todo Propiedades
231335000,6500,288088,Tiltil,Noespecifica,5,4.0,200.0,54000.0,10.0,11233359,Todo Propiedades
53000000,1489,66002,LaGranja,cerrolasilla1015,2,1.0,58.0,69.0,,11241424,Todo Propiedades
483668100,13590,602326,Colina,Avenidasanjose11.000,3,3.0,170.0,750.0,,8293808,Unne
186000000,5226,231631,Macul,Losolmos/ellibano,4,3.0,140.0,335.0,,9777442,Jaime Moris Propiedades (Providencia)
240000000,6743,298879,SanMiguel,MiguelLeónPrado,9,5.0,500.0,330.0,2.0,11220326,Todo Propiedades
480109100,13490,597894,LasCondes,¡remodelada!/clínicacordillera,3,3.0,160.0,292.0,3.0,11256870,Alonso Baeza Rivera y Cía. Ltda.
430000000,12082,535492,LasCondes,pedrodegamboa399,3,2.0,120.0,250.0,2.0,11220789,Todo Propiedades
188627000,5300,234903,Lampa,CalleRioTolténLampa,4,3.0,140.0,160.0,,11231441,Todo Propiedades
166917100,4690,207867,PadreHurtado,LosCeibos900-1200,3,3.0,77.0,136.0,2.0,11224013,Todo Propiedades
780000000,21916,971357,Buin,Caletera5sur/Av.SanSebastian,4,2.0,150.0,4080.0,,3992546,Jorge Pablo Caro Propiedades
87000000,2445,108344,Quilicura,verdi157,2,1.0,85.0,100.0,1.0,11242628,Todo Propiedades
93000000,2613,115816,PuenteAlto,Pasajecaletamorritospuentealto,4,2.0,117.0,89.0,2.0,11225575,Todo Propiedades
1316830000,37000,1639888,LoBarnechea,PastorFernández/ElArrayán,5,5.0,450.0,1800.0,2.0,7111115,Unne
1601550000,45000,1994458,LoBarnechea,Av.PanoramicaSur,5,7.0,700.0,1350.0,,6098784,Sucursal Cantagallo
497904100,13990,620055,Vitacura,BlaiseCendrars,3,1.0,90.0,350.0,2.0,11239788,Todo Propiedades
110000000,3091,136986,PuenteAlto,Villalaforestapuentealto,2,1.0,80.0,100.0,2.0,11225693,Todo Propiedades
348426100,9790,433905,LasCondes,cañaveral6290,3,3.0,140.0,280.0,3.0,11220774,Todo Propiedades
150000000,4215,186800,EstaciónCentral,Noespecifica,4,2.0,93.0,214.0,2.0,11242952,Zm Propiedades
65000000,1826,80946,Melipilla,Losaustriacos789,2,1.0,54.0,120.0,2.0,11242389,Todo Propiedades
177594100,4990,221163,SanBernardo,CaminoPadreHurtado/LosCondores,4,3.0,110.0,210.0,2.0,6409191,Jorge Pablo Caro Propiedades
79000000,2220,98381,Maipú,sanrene4122,2,1.0,53.0,73.0,1.0,11242348,Todo Propiedades
310000000,8710,386052,Peñalolén,¡oportunidad!/av.Consistorial,3,3.0,150.0,245.0,,6643218,Alonso Baeza Rivera y Cía. Ltda.
100000000,2810,124533,ElBosque,LosManzanos,4,2.0,135.0,132.0,1.0,7846644,Houm
665533000,18700,828808,Santiago,Huérfanos3034,11,3.0,275.0,313.0,1.0,11255731,Vivanco Propiedades
142004100,3990,176842,Maipú,Sancayetano,4,3.0,109.0,128.0,2.0,11244816,Todo Propiedades
249130000,7000,310249,Santiago,RucapequénPoniente,5,3.0,233.0,210.0,2.0,11573349,
205000000,5760,255293,LasCondes,socompa9155,3,1.0,75.0,300.0,3.0,11241895,Todo Propiedades
229911400,6460,286316,Santiago,lascarabelas390,3,2.0,87.0,110.0,1.0,11242728,Todo Propiedades
50000000,1405,62267,PuenteAlto,cerrohornillapuentealto,3,1.0,60.0,60.0,1.0,11225607,Todo Propiedades
319954100,8990,398448,Pudahuel,lomasdeloAguirre,3,3.0,110.0,500.0,2.0,11239112,Todo Propiedades
85000000,2388,105853,Maipú,maipu,4,1.0,75.0,160.0,1.0,11225287,Todo Propiedades
130000000,3653,161893,LaFlorida,Drsoterodelrio515,5,3.0,80.0,200.0,1.0,11225095,Todo Propiedades
55000000,1545,68493,PuenteAlto,pasajeebron4oriente,2,1.0,56.0,90.0,1.0,11242471,Todo Propiedades
363018000,10200,452077,SanBernardo,josejoaquinperez629san,11,8.0,400.0,520.0,,11242673,Todo Propiedades
169000000,4749,210461,PuenteAlto,CiudaddelSol,3,3.0,132.0,160.0,2.0,11573148,AArgomedo Propiedades
150000000,4215,186800,Maipú,PasajelosBellotos,3,3.0,90.0,178.0,2.0,9645942,AArgomedo Propiedades
185068000,5200,230471,LaFlorida,MariaElena&AvenidaVicuñaMackenna,3,1.0,85.0,150.0,1.0,9820631,AArgomedo Propiedades
818570000,23000,1019390,LaReina,CarlosSilvaVildosola,3,4.0,260.0,260.0,6.0,11232741,Mi Llave
110000000,3091,136986,LaPintana,Manantiales,4,3.0,190.0,200.0,2.0,11225156,Todo Propiedades
950253000,26700,1183379,Providencia,PedrodeValdivia/Toledo,7,3.0,331.0,387.0,4.0,11245910,Nexxos
658415000,18500,819944,LasCondes,SanCarlosApoquindo,5,4.0,170.0,370.0,2.0,8157092,Vivaqui Propiedades
2128282000,59800,2650413,LoBarnechea,Valleescondido,5,6.0,600.0,1650.0,6.0,11227232,Todo Propiedades
150000000,4215,186800,PuenteAlto,CiudaddelEste,3,3.0,82.0,120.0,1.0,4641370,Mundo Propiedades Chile
181509000,5100,226039,Recoleta,Urmeneta,5,3.0,220.0,280.0,,6641268,Mundo Propiedades Chile
141577020,3978,176310,Maipú,ErnestoPintoLagarrigue,3,2.0,70.0,146.0,1.0,6466390,Mundo Propiedades Chile
132501570,3723,165008,Maipú,AlbertoCamus,4,2.0,70.0,145.0,2.0,6466346,Mundo Propiedades Chile
90000000,2529,112080,Quilicura,PresidenteRamónBarrosLuco,4,2.0,66.0,90.0,1.0,5877885,Mundo Propiedades Chile
462314100,12990,575734,Colina,joserabat10670,3,3.0,160.0,562.0,,6795092,Unne
90000000,2529,112080,Pudahuel,EscritorPedroPrado,3,1.0,45.0,75.0,,11253274,Unne
704682000,19800,877562,Colina,JoseRabat11200,4,4.0,255.0,731.0,5.0,5627119,Unne
135242000,3800,168421,Lampa,Elcamponu-60582/av.Lahacienda,3,2.0,70.0,210.0,2.0,9107491,Propiedades Centro Santiago SPA
1245650000,35000,1551245,LoBarnechea,LosNogales,4,4.0,320.0,1200.0,6.0,11227370,Todo Propiedades
533850000,15000,664819,LasCondes,tezcuco,4,4.0,143.0,244.0,2.0,11254401,Todo Propiedades
996520000,28000,1240996,LasCondes,miradordesandamian,4,4.0,300.0,300.0,3.0,11226866,Todo Propiedades
240000000,6743,298879,LasCondes,pozoalmonte9108lascondes,3,1.0,75.0,341.0,,11242127,Todo Propiedades
129903500,3650,161773,Cerrillos,AvAeropuerto/Gral.JoséBernalesRamirez,3,2.0,151.0,59.0,2.0,8899634,Luz Godoy Propiedades
185000000,5198,230386,Tiltil,peajelampa,4,5.0,140.0,306.0,3.0,11240848,Todo Propiedades
129903500,3650,161773,Peñaflor,-33.599287-70.8597,3,3.0,73.0,160.0,1.0,11244836,Todo Propiedades
177238200,4980,220720,Peñalolén,ValleHermoso,4,2.0,95.0,109.0,2.0,7416483,Houm
85000000,2388,105853,PedroAguirreCerda,Navidad2812,4,1.0,83.0,81.0,,9028779,
138000000,3877,171856,Maipú,PeriodistaHernánSolis,3,3.0,96.0,121.0,1.0,5871442,Mundo Propiedades Chile
55000000,1545,68493,SanBernardo,SanBernardo,3,1.0,43.0,60.0,1.0,5853383,Mundo Propiedades Chile
145000000,4074,180573,Quilicura,Pellín,3,3.0,88.0,120.0,2.0,4861472,Mundo Propiedades Chile
145207200,4080,180831,Cerrillos,VentaCasa3DormitoriosCerrillos,3,2.0,82.0,121.0,,10012790,Invierte Propiedades
366577000,10300,456509,Peñalolén,EsteroPoniente,4,3.0,114.0,280.0,3.0,4700963,Mundo Propiedades Chile
76000000,2135,94645,Lampa,Elpellín,3,1.0,,,2.0,7029017,Mundo Propiedades Chile
500000000,14049,622665,IsladeMaipo,IsladeMaipo,6,4.0,300.0,5100.0,1.0,7358646,Mundo Propiedades Chile
95000000,2669,118306,Quilicura,Perú,3,1.0,90.0,105.0,2.0,7459374,Mundo Propiedades Chile
83000000,2332,103362,Lampa,AvenidaLaHacienda,3,1.0,81.0,120.0,2.0,7757147,Mundo Propiedades Chile
502000000,14105,625156,Vitacura,Texas,4,3.0,140.0,300.0,3.0,8645544,Mundo Propiedades Chile
1450000,41,1806,Peñalolén,Elestero,4,3.0,114.0,280.0,2.0,9345949,Mundo Propiedades Chile
67500000,1897,84060,PedroAguirreCerda,CincoPoniente,3,1.0,90.0,147.0,,9258562,Mundo Propiedades Chile
179017700,5030,222936,LaFlorida,Paicaví,3,3.0,99.0,137.0,1.0,8906072,Mundo Propiedades Chile
145919000,4100,181717,Pudahuel,LagunaAbascal,3,2.0,105.0,150.0,2.0,8753117,Mundo Propiedades Chile
128000000,3597,159402,Maipú,Lasrosas,3,2.0,115.0,70.0,3.0,8646167,Mundo Propiedades Chile
135000000,3793,168120,Renca,Lospeumos,2,1.0,72.0,185.0,2.0,9531496,Mundo Propiedades Chile
142360000,4000,177285,SanBernardo,Maestranza,4,3.0,90.0,122.0,2.0,9682480,Mundo Propiedades Chile
190000000,5339,236613,Santiago,Cuevas/RogelioUgarte,7,3.0,161.0,184.0,,11239389,Todo Propiedades
380813000,10700,474238,Peñalolén,altosdelparque8180,2,,,,,11219428,Todo Propiedades
854160000,24000,1063711,LoBarnechea,clubdegolflomasdeladehesa,4,3.0,250.0,950.0,4.0,11227288,Todo Propiedades
847042000,23800,1054847,LoBarnechea,AvenidaPieAndino,4,4.0,260.0,694.0,4.0,11223284,Todo Propiedades
142360000,4000,177285,Buin,AurelioSegarraValle,3,3.0,93.0,161.0,1.0,11220028,Houm
135000000,3793,168120,EstaciónCentral,Ellingue,4,2.0,160.0,160.0,2.0,11248040,Nexxos
2420120000,68000,3013848,LasCondes,Caminolaviña,3,4.0,500.0,3500.0,6.0,11226822,Todo Propiedades
907545000,25500,1130193,Providencia,AvSalvador/Providencia,6,3.0,460.0,800.0,4.0,7111039,Unne
205000000,5760,255293,LasCondes,nuevabilbaolascondes,3,1.0,50.0,200.0,1.0,11241465,Todo Propiedades
184900000,5195,230262,Ñuñoa,Dublealmeyda,3,1.0,81.0,95.0,1.0,6315766,Nativo Propiedades
747034100,20990,930304,LasCondes,virgiliofigueroa,6,5.0,265.0,480.0,5.0,11238362,Todo Propiedades
576558000,16200,718005,Colina,JoseRabat8.600,3,3.0,175.0,500.0,2.0,5627077,Unne
190000000,5339,236613,Maipú,Avelrosal,3,3.0,140.0,165.0,1.0,8050901,Easyprop
65000000,1826,80946,LaPintana,Sanleandrolapintana,3,1.0,70.0,80.0,1.0,11225159,Todo Propiedades
130000000,3653,161893,Paine,paine,3,2.0,125.0,455.0,1.0,11225302,Todo Propiedades
105239630,2957,131058,PuenteAlto,FranciscoContreras,3,2.0,90.0,100.0,1.0,11256697,Houm
814975410,22899,1014913,LaReina,CasaenPasajeconpiscina,8,5.0,321.0,1958.0,6.0,11238021,Todo Propiedades
3171,0,4,Maipú,BernardoVer55,3,1.0,60.0,60.0,1.0,11572691,
266925000,7500,332410,Maipú,PrimeraTransversal&AvenidaMaipú,3,1.0,88.0,278.0,3.0,11223868,Todo Propiedades
302515000,8500,376731,Huechuraba,AltosdelValle/CondominioLicanRay,5,4.0,140.0,272.0,,11256345,Procasa Adrián Ulloa Propiedades
75000000,2107,93400,PuenteAlto,puentealto,2,1.0,45.0,70.0,1.0,11240812,Todo Propiedades
191474200,5380,238449,Independencia,Casaenventade6dorm.enIndependencia,6,1.0,200.0,279.0,,9941211,Grupo Premium Propiedades Santiago
150901600,4240,187922,Talagante,CasaAislada.Sectorcementerio.TasaciónBancaria.,4,2.0,113.0,580.0,,8048989,Easyprop
319954100,8990,398448,Ñuñoa,Metrosimonbolivar,4,2.0,100.0,180.0,2.0,11239893,Todo Propiedades
174391000,4900,217174,PuenteAlto,puentealto,3,2.0,100.0,200.0,2.0,11240825,Todo Propiedades
73000000,2051,90909,PuenteAlto,lacopapuentealto,3,1.0,75.0,100.0,2.0,11225435,Todo Propiedades
1370215000,38500,1706370,LoBarnechea,ContralmiranteFernandezVial/ElTranque,5,5.0,340.0,1050.0,,7033394,Propiedades Ricardo Vial y Cia. Ltda.
1060546410,29799,1320730,LasCondes,EspectacularCasaenSanCarlosdeApoquindo,6,6.0,350.0,1300.0,2.0,11238529,Todo Propiedades
782980000,22000,975068,SanMiguel,Coyhaique,3,1.0,112.0,660.0,2.0,11239335,Todo Propiedades
67000000,1883,83437,SanBernardo,Cerrocantillanaag-59910/santamercedes,4,2.0,96.0,100.0,,8466065,Propiedades Centro Santiago SPA
133462500,3750,166205,Santiago,Noespecifica,4,2.0,117.0,117.0,,11243061,Zm Propiedades
871955000,24500,1085872,Vitacura,GerónimodeAlderete/LasHualtatas,4,4.0,200.0,400.0,2.0,9873328,Unne
